latitude,longitude,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bedrooms,beds,price,has_availability,review_scores_value,instant_bookable,average_nearest_price,within_radius,bus_radius,air_conditioning,high_end_electronics,bbq,balcony,nature_and_views,bed_linen,breakfast,tv,coffee_machine,cooking_basics,white_goods,elevator,gym,child_friendly,parking,outdoor_space,host_greeting,hot_tub_sauna_or_pool,internet,long_term_stays,pets_allowed,private_entrance,secure,smoking_allowed,bathrooms_type,bathrooms_number
49.2792,-123.105,7,1,0,1,5,0,3,1.0,2.0,127.0,1,4.19,0,751000.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.24677,-123.1048,2,1,1,15,5,0,3,1.0,2.0,125.0,1,4.93,0,2015000.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.2729,-123.06973,1,1,1,5,3,0,2,1.0,1.0,99.0,1,4.75,0,2454920.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.28036,-123.1234,15,1,1,1,0,0,3,1.0,2.0,172.0,1,4.59,0,669200.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.23653,-123.02664,2,1,1,14,0,0,2,1.0,1.0,110.0,1,5.0,0,1306780.0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.27836,-123.08716,4,1,1,2,3,0,4,2.0,2.0,275.0,1,5.0,0,1087220.0,1,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.5
49.27345,-123.07031,1,1,1,5,0,0,4,2.0,2.0,210.0,1,4.83,0,2021000.0,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.5
49.27591,-123.12359,9,1,1,1,5,0,3,1.0,1.0,129.0,1,4.79,0,1369160.0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2,1.0
49.2452,-123.16544,2,1,1,0,1,0,3,1.0,3.0,100.0,1,4.84,0,3940460.0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.27936,-123.12443,3,1,1,1,5,0,2,1.0,1.0,149.0,1,4.81,1,1069700.0,1,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
49.24615,-123.09462,2,1,1,15,10,2,3,1.0,2.0,95.0,1,4.76,0,1736380.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1.0
49.26262921288303,-123.1044384134911,3,1,1,12,4,0,6,1.0,5.0,125.0,1,4.79,0,1488120.0,1,1,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2,1.0
49.25757,-123.18966,2,1,1,3,3,0,6,3.0,3.0,175.0,1,4.89,0,2141280.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,2.0
49.25808,-123.16824,3,1,1,10,1,0,4,1.0,1.0,131.0,1,4.82,0,1964720.0,0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2,1.0
49.2719,-123.15043,7,1,1,10,5,0,4,2.0,2.0,188.0,1,4.55,0,1957000.0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.29103,-123.05782,1,1,1,5,3,0,3,2.0,2.0,110.0,1,5.0,0,2291420.0,0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2,1.0
49.28375,-123.10383,1,1,1,2,4,0,2,1.0,1.0,250.0,1,4.75,0,573460.0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.26293,-123.17143,4,0,1,10,3,0,7,2.0,4.0,153.0,1,4.74,0,2439560.0,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2,1.0
49.27839,-123.12852,1,1,1,1,5,0,4,1.0,2.0,99.0,1,4.69,0,617200.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
49.23273,-123.02747,2,1,1,14,11,2,2,1.0,1.0,101.0,1,4.93,0,1140820.0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
49.26328,-123.07086,6,1,1,5,3,0,7,3.0,3.0,100.0,1,3.5,0,1416980.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,2.0
49.27608,-123.12452,3,1,1,1,0,0,2,1.0,1.0,145.0,1,4.77,0,871640.0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.27634,-123.11825,10,1,0,1,11,2,2,2.0,1.0,258.0,1,4.59,0,742800.0,1,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1.0
49.2332,-123.0551,3,1,1,14,10,2,1,1.0,1.0,63.0,1,4.75,0,1430980.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1.0
49.28211,-123.10453,1,1,1,2,4,0,4,2.0,2.0,285.0,1,4.67,0,2084881.2,1,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.28063,-123.12502,10,1,1,1,0,0,2,1.0,1.0,148.0,1,4.8,0,670400.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.22834,-123.03047,10,1,0,9,10,2,2,1.0,1.0,140.0,1,4.5,0,1571100.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1.0
49.23034,-123.02971,10,1,0,9,10,2,2,1.0,1.0,135.0,1,4.36,0,2210000.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
49.28586,-123.05563,14,1,1,6,3,0,4,2.0,2.0,281.0,1,5.0,0,1368180.0,0,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2,1.0
49.28052,-123.12691,286,1,1,1,8,0,2,1.0,1.0,377.0,1,4.0,0,851000.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.28062,-123.11815,1,1,1,1,5,0,4,1.0,3.0,131.0,1,4.8,0,978580.0,1,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
49.25099,-123.07457,2,1,1,7,3,0,8,4.0,4.0,375.0,1,4.63,0,1536520.0,0,0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2.0
49.27917,-123.06246,1,1,1,5,3,0,2,1.0,1.0,80.0,1,4.88,0,1383460.0,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.27066,-123.18291,2,1,1,10,3,0,2,1.0,2.0,250.0,1,4.71,0,2868600.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.26775,-123.06862,3,1,1,5,1,0,2,1.0,1.0,61.0,1,4.88,0,1579400.0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.29178,-123.14175,1,1,1,21,5,0,4,2.0,3.0,150.0,1,4.71,0,1707540.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,2.0
49.24413,-123.11955,21,1,0,17,10,2,2,1.0,1.0,102.0,0,4.04,0,3499360.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1.0
49.27945,-123.10875,4,1,1,1,0,0,2,1.0,1.0,140.0,1,4.8,0,1532000.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2,1.0
49.28104,-123.13621,2,1,1,21,5,0,2,1.0,1.0,135.0,1,4.71,0,2711200.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.26026,-123.18195,1,1,1,10,2,0,2,1.0,2.0,155.0,1,4.92,0,3111600.0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.28059,-123.1364,1,1,1,21,5,0,3,1.0,2.0,201.0,1,4.54,0,662900.0,0,1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
49.25996,-123.16653,1,1,1,10,1,0,4,2.0,2.0,125.0,1,4.86,0,2310540.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.24438,-123.04453,2,1,1,14,1,0,2,1.0,1.0,66.0,1,4.89,0,650000.0,0,1,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,1.0
49.278350830078125,-123.1224136352539,45,1,1,1,6,0,6,2.0,3.0,220.0,1,4.33,0,591800.0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2,2.0
49.26186,-123.17438,7,1,1,10,1,0,2,1.0,1.0,100.0,1,4.69,0,2572920.0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.26355,-123.17326,7,1,1,10,8,2,2,1.0,1.0,86.0,1,4.77,0,2203320.0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1.0
49.26213,-123.17482,7,1,1,10,1,0,3,2.0,3.0,134.0,1,5.0,0,2640500.0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,2.0
49.25804,-123.12119,3,1,1,4,5,0,2,1.0,1.0,78.0,1,4.5,0,765660.0,0,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.28618,-123.05403,1,1,1,6,1,0,2,1.0,1.0,84.0,1,4.67,0,1520400.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.27073,-123.16325,2,1,1,10,3,0,5,2.0,2.0,350.0,1,4.62,0,2144880.0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.5
49.24803,-123.18517,1,1,1,3,1,0,2,1.0,1.0,130.0,1,4.87,0,2116280.0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.0
49.23569,-123.10987,5,1,1,15,1,0,4,2.0,2.0,219.0,1,4.2,1,3057400.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.26648,-123.15939,2,1,1,10,10,2,1,1.0,1.0,121.0,1,4.89,0,2083800.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1.0
49.28837,-123.12766,76,1,1,21,5,0,4,2.0,2.0,104.0,1,4.8,0,671160.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,2.0
49.27804,-123.12531,2,1,1,1,5,0,4,2.0,2.0,280.0,1,3.5,0,654400.0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,2.0
49.27828,-123.12671,2,1,1,1,5,0,2,1.0,1.0,180.0,1,5.0,0,571600.0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
49.25674,-123.0874,1,1,1,12,3,0,2,1.0,1.0,90.0,1,4.84,0,1635240.0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2,1.5
49.27241,-123.06332,1,1,1,5,10,2,2,1.0,1.0,125.0,1,4.8,0,1587680.0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1.0
49.24166,-123.0407,1,1,1,14,9,2,2,1.0,1.0,76.0,1,4.73,0,1197160.0,0,0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.5
49.29258,-123.13446,76,1,1,21,5,0,2,1.0,1.0,73.0,1,4.64,0,558000.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.28239,-123.13021,9,1,1,21,10,2,2,1.0,1.0,68.0,1,4.56,0,1158800.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
49.27925,-123.08814,3,1,1,2,3,0,4,2.0,2.0,120.0,1,4.76,0,486600.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.26957,-123.04828,1,1,1,6,1,0,2,1.0,1.0,90.0,1,4.91,0,1272820.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.0
49.24965,-123.07027,2,1,1,7,3,0,4,2.0,2.0,197.0,1,4.88,0,1600260.0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2,2.0
49.26716,-123.17653,2,1,1,10,3,0,5,3.0,3.0,279.0,1,4.93,0,1991640.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1.5
49.26731,-123.06909,2,1,1,5,1,0,4,2.0,2.0,135.0,1,4.79,0,2775520.0,1,1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2,1.0
49.28478,-123.1192,4,1,1,1,8,2,4,1.0,2.0,156.0,1,4.81,0,2593400.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0
49.26889,-123.18543,4,1,1,10,1,0,6,3.0,4.0,150.0,1,4.92,0,2007000.0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2,2.0
49.27859,-123.11993,76,1,1,1,5,0,2,1.0,1.0,86.0,1,4.29,0,661200.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1.0
49.27627,-123.10013,2,1,1,2,0,0,2,1.0,1.0,95.0,1,4.78,0,2353660.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2,1.0
